city,city_ibge_code,confirmed,confirmed_per_100k_inhabitants,date,death_rate,deaths,estimated_population_2019,is_last,order_for_place,place_type,state
Rio Casca,3154903,39,287.5258,2020-06-26,0.0,0,13564.0,True,22,city,MG
Rio Espera,3155207,4,73.07271,2020-06-26,0.25,1,5474.0,True,31,city,MG
Rio Manso,3155306,25,428.66941,2020-06-26,0.12,3,5832.0,True,36,city,MG
Rio Novo,3155405,5,55.87216,2020-06-26,0.0,0,8949.0,True,50,city,MG
Rio Paranaíba,3155504,68,552.26184,2020-06-26,0.0,0,12313.0,True,35,city,MG
Rio Pardo de Minas,3155603,9,29.11302,2020-06-26,0.0,0,30914.0,True,17,city,MG
Rio Piracicaba,3155702,76,530.02301,2020-06-26,0.0,0,14339.0,True,38,city,MG
Rio Pomba,3155801,18,100.50251,2020-06-26,0.0556,1,17910.0,True,46,city,MG
Rio Vermelho,3156007,4,31.1381,2020-06-26,0.0,0,12846.0,True,24,city,MG
Rodeiro,3156304,18,221.97558,2020-06-26,0.0556,1,8109.0,True,45,city,MG
Romaria,3156403,3,84.91367,2020-06-26,0.0,0,3533.0,True,1,city,MG
Rosário da Limeira,3156452,3,65.30257,2020-06-26,0.0,0,4594.0,True,22,city,MG
Rubelita,3156502,2,33.36113,2020-06-26,0.0,0,5995.0,True,11,city,MG
Rubim,3156601,1,9.76467,2020-06-26,0.0,0,10241.0,True,7,city,MG
Sabará,3156700,177,129.81869,2020-06-26,0.0169,3,136344.0,True,92,city,MG
Sabinópolis,3156809,3,19.39237,2020-06-26,0.0,0,15470.0,True,6,city,MG
Sacramento,3156908,6,22.91388,2020-06-26,0.0,0,26185.0,True,47,city,MG
Salinas,3157005,131,315.45741,2020-06-26,0.0153,2,41527.0,True,18,city,MG
Salto da Divisa,3157104,2,28.53474,2020-06-26,0.0,0,7009.0,True,45,city,MG
Santa Bárbara,3157203,122,389.47772,2020-06-26,0.0,0,31324.0,True,50,city,MG
Santa Bárbara do Leste,3157252,14,171.8424,2020-06-26,0.0,0,8147.0,True,16,city,MG
Santa Bárbara do Tugúrio,3157302,4,90.29345,2020-06-26,0.0,0,4430.0,True,12,city,MG
Santa Cruz de Minas,3157336,16,185.96002,2020-06-26,0.125,2,8604.0,True,46,city,MG
Santa Efigênia de Minas,3157500,1,22.68088,2020-06-26,1.0,1,4409.0,True,21,city,MG
Santa Helena de Minas,3157658,2,31.4169,2020-06-26,0.0,0,6366.0,True,24,city,MG
Santa Juliana,3157708,63,449.90359,2020-06-26,0.0159,1,14003.0,True,22,city,MG
Santa Luzia,3157807,224,102.22056,2020-06-26,0.0223,5,219134.0,True,90,city,MG
Santa Margarida,3157906,14,86.3771,2020-06-26,0.0,0,16208.0,True,53,city,MG
Santa Maria de Itabira,3158003,8,73.75311,2020-06-26,0.0,0,10847.0,True,79,city,MG
Santa Maria do Salto,3158102,1,19.11315,2020-06-26,0.0,0,5232.0,True,10,city,MG
Santa Maria do Suaçuí,3158201,1,6.84229,2020-06-26,0.0,0,14615.0,True,1,city,MG
Santana da Vargem,3158300,6,84.50704,2020-06-26,0.0,0,7100.0,True,28,city,MG
Santana de Cataguases,3158409,2,51.65289,2020-06-26,0.0,0,3872.0,True,52,city,MG
Santana de Pirapama,3158508,1,13.08558,2020-06-26,0.0,0,7642.0,True,29,city,MG
Santana do Deserto,3158607,20,503.01811,2020-06-26,0.05,1,3976.0,True,31,city,MG
Santana do Manhuaçu,3158904,2,23.05741,2020-06-26,0.0,0,8674.0,True,7,city,MG
Santana do Paraíso,3158953,317,914.5198,2020-06-26,0.0284,9,34663.0,True,86,city,MG
Santa Rita de Jacutinga,3159308,5,102.3751,2020-06-26,0.2,1,4884.0,True,48,city,MG
Santa Rita do Itueto,3159506,1,18.21825,2020-06-26,0.0,0,5489.0,True,3,city,MG
Santa Rita do Sapucaí,3159605,21,48.54369,2020-06-26,0.0476,1,43260.0,True,58,city,MG
Santa Rosa da Serra,3159704,6,179.10448,2020-06-26,0.0,0,3350.0,True,35,city,MG
Santa Vitória,3159803,18,91.17617,2020-06-26,0.0,0,19742.0,True,34,city,MG
Santo Antônio do Amparo,3159902,40,215.92443,2020-06-26,0.025,1,18525.0,True,43,city,MG
Santo Antônio do Aventureiro,3160009,1,27.76235,2020-06-26,0.0,0,3602.0,True,47,city,MG
Santo Antônio do Jacinto,3160306,16,137.45704,2020-06-26,0.0625,1,11640.0,True,28,city,MG
Santo Antônio do Monte,3160405,35,123.92451,2020-06-26,0.0,0,28243.0,True,86,city,MG
Santo Antônio do Rio Abaixo,3160504,2,113.31445,2020-06-26,0.0,0,1765.0,True,1,city,MG
Santo Hipólito,3160603,11,356.33301,2020-06-26,0.0,0,3087.0,True,18,city,MG
Santos Dumont,3160702,56,120.46379,2020-06-26,0.0179,1,46487.0,True,70,city,MG
São Bento Abade,3160801,2,37.83579,2020-06-26,0.0,0,5286.0,True,7,city,MG
São Brás do Suaçuí,3160900,2,53.50455,2020-06-26,0.0,0,3738.0,True,77,city,MG
São Domingos das Dores,3160959,10,177.17931,2020-06-26,0.0,0,5644.0,True,13,city,MG
São Domingos do Prata,3161007,7,40.3249,2020-06-26,0.0,0,17359.0,True,43,city,MG
São Félix de Minas,3161056,7,207.77679,2020-06-26,0.0,0,3369.0,True,2,city,MG
São Francisco,3161106,33,58.59063,2020-06-26,0.1212,4,56323.0,True,66,city,MG
São Francisco de Paula,3161205,2,30.64195,2020-06-26,0.0,0,6527.0,True,42,city,MG
São Francisco do Glória,3161403,5,103.22048,2020-06-26,0.2,1,4844.0,True,51,city,MG
São Geraldo,3161502,4,32.34676,2020-06-26,0.0,0,12366.0,True,32,city,MG
São Geraldo da Piedade,3161601,4,100.95911,2020-06-26,0.25,1,3962.0,True,66,city,MG
São Geraldo do Baixio,3161650,2,49.85045,2020-06-26,0.0,0,4012.0,True,1,city,MG
São Gonçalo do Abaeté,3161700,5,59.60186,2020-06-26,0.0,0,8389.0,True,14,city,MG
São Gonçalo do Pará,3161809,7,56.40158,2020-06-26,0.0,0,12411.0,True,20,city,MG
São Gonçalo do Rio Abaixo,3161908,38,347.98535,2020-06-26,0.0263,1,10920.0,True,39,city,MG
São Gonçalo do Rio Preto,3125507,1,31.57562,2020-06-26,0.0,0,3167.0,True,15,city,MG
São Gonçalo do Sapucaí,3162005,2,7.85885,2020-06-26,0.0,0,25449.0,True,42,city,MG
São Gotardo,3162104,58,163.52308,2020-06-26,0.0,0,35469.0,True,77,city,MG
São João Batista do Glória,3162203,7,93.92191,2020-06-26,0.0,0,7453.0,True,17,city,MG
São João da Lagoa,3162252,2,40.69176,2020-06-26,0.0,0,4915.0,True,9,city,MG
São João da Mata,3162302,5,181.88432,2020-06-26,0.0,0,2749.0,True,48,city,MG
São João da Ponte,3162401,3,11.92132,2020-06-26,0.3333,1,25165.0,True,9,city,MG
São João das Missões,3162450,1,7.68403,2020-06-26,0.0,0,13014.0,True,4,city,MG
São João del Rei,3162500,178,197.59774,2020-06-26,0.0225,4,90082.0,True,93,city,MG
São João do Manhuaçu,3162559,6,51.9076,2020-06-26,0.1667,1,11559.0,True,49,city,MG
São João do Manteninha,3162575,34,580.30381,2020-06-26,0.0,0,5859.0,True,43,city,MG
São João do Oriente,3162609,4,53.34756,2020-06-26,0.5,2,7498.0,True,29,city,MG
São João do Paraíso,3162708,15,63.51088,2020-06-26,0.0,0,23618.0,True,52,city,MG
São João Evangelista,3162807,1,6.33955,2020-06-26,1.0,1,15774.0,True,6,city,MG
São João Nepomuceno,3162906,14,53.10876,2020-06-26,0.0714,1,26361.0,True,80,city,MG
São Joaquim de Bicas,3162922,57,180.50542,2020-06-26,0.1053,6,31578.0,True,45,city,MG
São José da Barra,3162948,5,67.331,2020-06-26,0.0,0,7426.0,True,39,city,MG
São José da Lapa,3162955,38,159.89228,2020-06-26,0.0526,2,23766.0,True,68,city,MG
São José da Safira,3163003,54,1265.22962,2020-06-26,0.0,0,4268.0,True,28,city,MG
São José do Divino,3163300,3,77.72021,2020-06-26,0.0,0,3860.0,True,27,city,MG
São José do Goiabal,3163409,3,55.35055,2020-06-26,0.0,0,5420.0,True,1,city,MG
São José do Mantimento,3163607,3,107.48836,2020-06-26,0.0,0,2791.0,True,10,city,MG
São Lourenço,3163706,73,159.21136,2020-06-26,0.0137,1,45851.0,True,78,city,MG
São Miguel do Anta,3163805,2,28.82675,2020-06-26,0.0,0,6938.0,True,16,city,MG
São Pedro do Suaçuí,3164100,3,57.18643,2020-06-26,0.3333,1,5246.0,True,21,city,MG
São Romão,3164209,8,64.84559,2020-06-26,0.125,1,12337.0,True,62,city,MG
São Roque de Minas,3164308,2,28.36477,2020-06-26,0.0,0,7051.0,True,21,city,MG
São Sebastião da Vargem Alegre,3164431,3,99.76721,2020-06-26,0.0,0,3007.0,True,36,city,MG
São Sebastião do Anta,3164472,2,30.51106,2020-06-26,0.0,0,6555.0,True,38,city,MG
São Sebastião do Maranhão,3164506,1,9.95619,2020-06-26,0.0,0,10044.0,True,14,city,MG
São Sebastião do Oeste,3164605,56,826.56827,2020-06-26,0.0,0,6775.0,True,59,city,MG
São Sebastião do Paraíso,3164704,37,52.14499,2020-06-26,0.027,1,70956.0,True,71,city,MG
São Sebastião do Rio Preto,3164803,3,199.20319,2020-06-26,0.0,0,1506.0,True,42,city,MG
São Tiago,3165008,4,36.55973,2020-06-26,0.0,0,10941.0,True,32,city,MG
São Tomás de Aquino,3165107,3,42.72896,2020-06-26,0.3333,1,7021.0,True,74,city,MG
São Vicente de Minas,3165305,3,38.6947,2020-06-26,0.0,0,7753.0,True,53,city,MG
Sardoá,3165503,4,63.49206,2020-06-26,0.0,0,6300.0,True,17,city,MG
Sarzedo,3165537,59,180.14167,2020-06-26,0.0339,2,32752.0,True,83,city,MG
Sem-Peixe,3165560,3,113.93847,2020-06-26,0.0,0,2633.0,True,7,city,MG
Senador Amaral,3165578,7,130.69455,2020-06-26,0.0,0,5356.0,True,82,city,MG
Senador Cortes,3165602,4,199.50125,2020-06-26,0.0,0,2005.0,True,32,city,MG
Senador Firmino,3165701,6,76.80492,2020-06-26,0.1667,1,7812.0,True,15,city,MG
Senador José Bento,3165800,4,266.31158,2020-06-26,0.0,0,1502.0,True,57,city,MG
Senador Modestino Gonçalves,3165909,1,24.0616,2020-06-26,1.0,1,4156.0,True,25,city,MG
Senhora de Oliveira,3166006,5,86.41549,2020-06-26,0.0,0,5786.0,True,3,city,MG
Senhora do Porto,3166105,2,56.7698,2020-06-26,0.0,0,3523.0,True,64,city,MG
Senhora dos Remédios,3166204,3,28.68343,2020-06-26,0.0,0,10459.0,True,18,city,MG
Serra dos Aimorés,3166709,6,68.97345,2020-06-26,0.0,0,8699.0,True,9,city,MG
Serra do Salitre,3166808,71,613.0202,2020-06-26,0.0,0,11582.0,True,90,city,MG
Serrania,3166907,4,52.15804,2020-06-26,0.0,0,7669.0,True,38,city,MG
Serranópolis de Minas,3166956,1,20.91613,2020-06-26,0.0,0,4781.0,True,32,city,MG
Serranos,3167004,1,50.94244,2020-06-26,0.0,0,1963.0,True,15,city,MG
Serro,3167103,14,66.77478,2020-06-26,0.0,0,20966.0,True,38,city,MG
Sete Lagoas,3167202,167,69.68816,2020-06-26,0.012,2,239639.0,True,101,city,MG
Silveirânia,3167301,3,132.68465,2020-06-26,0.0,0,2261.0,True,22,city,MG
Silvianópolis,3167400,2,32.06156,2020-06-26,0.0,0,6238.0,True,30,city,MG
Simão Pereira,3167509,3,114.72275,2020-06-26,0.0,0,2615.0,True,36,city,MG
Simonésia,3167608,11,56.02812,2020-06-26,0.0,0,19633.0,True,14,city,MG
Sobrália,3167707,2,36.01657,2020-06-26,0.0,0,5553.0,True,69,city,MG
Tabuleiro,3167905,2,53.33333,2020-06-26,0.0,0,3750.0,True,51,city,MG
Taiobeiras,3168002,32,93.75366,2020-06-26,0.0312,1,34132.0,True,18,city,MG
Taparuba,3168051,4,128.61736,2020-06-26,0.0,0,3110.0,True,32,city,MG
Tapira,3168101,20,419.02367,2020-06-26,0.0,0,4773.0,True,35,city,MG
Taquaraçu de Minas,3168309,1,24.52784,2020-06-26,0.0,0,4077.0,True,1,city,MG
Teixeiras,3168507,3,25.72678,2020-06-26,0.0,0,11661.0,True,30,city,MG
Teófilo Otoni,3168606,688,489.35928,2020-06-26,0.0392,27,140592.0,True,66,city,MG
Timóteo,3168705,204,227.06529,2020-06-26,0.0147,3,89842.0,True,96,city,MG
Tiradentes,3168804,2,25.05952,2020-06-26,0.5,1,7981.0,True,17,city,MG
Tiros,3168903,1,15.4321,2020-06-26,0.0,0,6480.0,True,1,city,MG
Tocantins,3169000,34,204.09388,2020-06-26,0.0,0,16659.0,True,35,city,MG
Toledo,3169109,16,255.67274,2020-06-26,0.125,2,6258.0,True,86,city,MG
Tombos,3169208,48,598.35453,2020-06-26,0.0,0,8022.0,True,51,city,MG
Três Corações,3169307,140,176.14051,2020-06-26,0.0357,5,79482.0,True,60,city,MG
Três Marias,3169356,32,98.89974,2020-06-26,0.0312,1,32356.0,True,65,city,MG
Três Pontas,3169406,50,88.11194,2020-06-26,0.02,1,56746.0,True,70,city,MG
Tupaciguara,3169604,45,177.676,2020-06-26,0.0,0,25327.0,True,64,city,MG
Turmalina,3169703,1,5.00902,2020-06-26,0.0,0,19964.0,True,20,city,MG
Ubá,3169901,125,108.17641,2020-06-26,0.024,3,115552.0,True,82,city,MG
Ubaí,3170008,2,15.95787,2020-06-26,0.0,0,12533.0,True,38,city,MG
Ubaporanga,3170057,36,288.66971,2020-06-26,0.0,0,12471.0,True,23,city,MG
Uberaba,3170107,626,187.547,2020-06-26,0.0367,23,333783.0,True,98,city,MG
Uberlândia,3170206,5827,842.89858,2020-06-26,0.0125,73,691305.0,True,101,city,MG
Unaí,3170404,353,418.3555,2020-06-26,0.0028,1,84378.0,True,89,city,MG
União de Minas,3170438,41,952.60223,2020-06-26,0.0,0,4304.0,True,21,city,MG
Uruana de Minas,3170479,1,30.63725,2020-06-26,0.0,0,3264.0,True,2,city,MG
Urucânia,3170503,27,260.66808,2020-06-26,0.0,0,10358.0,True,27,city,MG
Urucuia,3170529,15,88.9416,2020-06-26,0.0667,1,16865.0,True,17,city,MG
Vargem Alegre,3170578,29,447.53086,2020-06-26,0.0,0,6480.0,True,50,city,MG
Varginha,3170701,140,103.27683,2020-06-26,0.0357,5,135558.0,True,84,city,MG
Varjão de Minas,3170750,3,42.63786,2020-06-26,0.3333,1,7036.0,True,45,city,MG
Várzea da Palma,3170800,41,103.81587,2020-06-26,0.0,0,39493.0,True,45,city,MG
Varzelândia,3170909,9,46.58385,2020-06-26,0.1111,1,19320.0,True,69,city,MG
Vazante,3171006,163,791.64643,2020-06-26,0.0,0,20590.0,True,80,city,MG
Vespasiano,3171204,68,53.29112,2020-06-26,0.0294,2,127601.0,True,69,city,MG
Viçosa,3171303,55,69.75623,2020-06-26,0.0,0,78846.0,True,69,city,MG
Vieiras,3171402,5,138.58093,2020-06-26,0.0,0,3608.0,True,29,city,MG
Virgem da Lapa,3171600,2,14.54334,2020-06-26,0.0,0,13752.0,True,10,city,MG
Virginópolis,3171808,0,,2020-06-26,0.0,0,10510.0,True,5,city,MG
Virgolândia,3171907,3,55.76208,2020-06-26,0.0,0,5380.0,True,1,city,MG
Visconde do Rio Branco,3172004,34,79.87971,2020-06-26,0.0294,1,42564.0,True,44,city,MG
Volta Grande,3172103,4,76.16146,2020-06-26,0.0,0,5252.0,True,1,city,MG
Wenceslau Braz,3172202,4,156.73981,2020-06-26,0.0,0,2552.0,True,52,city,MG
,31,38891,183.71857,2020-06-26,0.0214,833,21168791.0,True,110,state,MG
,51,13026,373.8306,2020-06-26,0.0368,480,3484466.0,True,96,state,MT
Abaetetuba,1500107,2276,1443.26497,2020-06-26,0.0426,97,157698.0,True,87,city,PA
Abel Figueiredo,1500131,64,860.90934,2020-06-26,0.0156,1,7434.0,True,50,city,PA
Acará,1500206,450,809.48355,2020-06-26,0.02,9,55591.0,True,76,city,PA
Afuá,1500305,653,1665.05176,2020-06-26,0.0061,4,39218.0,True,70,city,PA
Água Azul do Norte,1500347,63,229.67554,2020-06-26,0.0,0,27430.0,True,57,city,PA
Alenquer,1500404,479,843.47321,2020-06-26,0.0376,18,56789.0,True,64,city,PA
Almeirim,1500503,124,363.54041,2020-06-26,0.0806,10,34109.0,True,62,city,PA
Altamira,1500602,1482,1293.26143,2020-06-26,0.0351,52,114594.0,True,84,city,PA
Anajás,1500701,260,888.06913,2020-06-26,0.0346,9,29277.0,True,64,city,PA
Ananindeua,1500800,4085,769.88605,2020-06-26,0.0798,326,530598.0,True,93,city,PA
Anapu,1500859,442,1584.79742,2020-06-26,0.0136,6,27890.0,True,63,city,PA
Augusto Corrêa,1500909,557,1210.92221,2020-06-26,0.0269,15,45998.0,True,67,city,PA
Aurora do Pará,1500958,261,832.85468,2020-06-26,0.023,6,31338.0,True,63,city,PA
Aveiro,1501006,110,671.22285,2020-06-26,0.0182,2,16388.0,True,32,city,PA
Bagre,1501105,184,599.87611,2020-06-26,0.038,7,30673.0,True,61,city,PA
Baião,1501204,213,448.93142,2020-06-26,0.0423,9,47446.0,True,58,city,PA
Bannach,1501253,41,1247.71759,2020-06-26,0.0732,3,3286.0,True,57,city,PA
Barcarena,1501303,1615,1295.31601,2020-06-26,0.0601,97,124680.0,True,86,city,PA
Belém,1501402,18751,1256.14221,2020-06-26,0.1007,1889,1492745.0,True,100,city,PA
Belterra,1501451,32,180.4647,2020-06-26,0.1562,5,17732.0,True,55,city,PA
Benevides,1501501,1272,2027.51168,2020-06-26,0.0377,48,62737.0,True,84,city,PA
Bom Jesus do Tocantins,1501576,76,447.55904,2020-06-26,0.0,0,16981.0,True,61,city,PA
Bonito,1501600,178,1092.96328,2020-06-26,0.0337,6,16286.0,True,60,city,PA
Bragança,1501709,1668,1306.32959,2020-06-26,0.0402,67,127686.0,True,73,city,PA
Brasil Novo,1501725,199,1319.1038,2020-06-26,0.0101,2,15086.0,True,47,city,PA
Brejo Grande do Araguaia,1501758,35,474.25474,2020-06-26,0.0,0,7380.0,True,39,city,PA
Breu Branco,1501782,180,272.53732,2020-06-26,0.0778,14,66046.0,True,55,city,PA
Breves,1501808,1092,1063.28079,2020-06-26,0.0641,70,102701.0,True,67,city,PA
Bujaru,1501907,191,655.63641,2020-06-26,0.0942,18,29132.0,True,76,city,PA
Cachoeira do Arari,1502004,117,492.27921,2020-06-26,0.0769,9,23767.0,True,72,city,PA
Cachoeira do Piriá,1501956,205,604.71976,2020-06-26,0.0,0,33900.0,True,55,city,PA
Cametá,1502103,3127,2267.74966,2020-06-26,0.024,75,137890.0,True,81,city,PA
Canaã dos Carajás,1502152,2068,5576.37859,2020-06-26,0.0116,24,37085.0,True,73,city,PA
Capanema,1502202,830,1202.42804,2020-06-26,0.0651,54,69027.0,True,74,city,PA
Capitão Poço,1502301,424,780.80401,2020-06-26,0.0542,23,54303.0,True,72,city,PA
Castanhal,1502400,1517,755.50442,2020-06-26,0.1094,166,200793.0,True,92,city,PA
Chaves,1502509,139,586.0775,2020-06-26,0.0072,1,23717.0,True,54,city,PA
Colares,1502608,71,587.50517,2020-06-26,0.1127,8,12085.0,True,67,city,PA
Conceição do Araguaia,1502707,171,357.26224,2020-06-26,0.0234,4,47864.0,True,74,city,PA
Concórdia do Pará,1502756,525,1575.72483,2020-06-26,0.0152,8,33318.0,True,64,city,PA
Cumaru do Norte,1502764,182,1350.84985,2020-06-26,0.022,4,13473.0,True,38,city,PA
Curionópolis,1502772,645,3597.52357,2020-06-26,0.014,9,17929.0,True,65,city,PA
Curralinho,1502806,172,499.3033,2020-06-26,0.0407,7,34448.0,True,72,city,PA
Curuá,1502855,25,173.69555,2020-06-26,0.0,0,14393.0,True,49,city,PA
Curuçá,1502905,1063,2653.12235,2020-06-26,0.0452,48,40066.0,True,65,city,PA
Dom Eliseu,1502939,544,910.93287,2020-06-26,0.0129,7,59719.0,True,58,city,PA
Eldorado do Carajás,1502954,148,437.76621,2020-06-26,0.027,4,33808.0,True,55,city,PA
Faro,1503002,15,208.50709,2020-06-26,0.0,0,7194.0,True,49,city,PA
Floresta do Araguaia,1503044,56,275.80772,2020-06-26,0.0,0,20304.0,True,46,city,PA
Garrafão do Norte,1503077,360,1381.10949,2020-06-26,0.0139,5,26066.0,True,65,city,PA
Goianésia do Pará,1503093,96,237.18345,2020-06-26,0.0417,4,40475.0,True,84,city,PA
Gurupá,1503101,584,1749.76031,2020-06-26,0.0154,9,33376.0,True,48,city,PA
Igarapé-Açu,1503200,396,1020.43446,2020-06-26,0.053,21,38807.0,True,68,city,PA
Igarapé-Miri,1503309,964,1537.52911,2020-06-26,0.0311,30,62698.0,True,61,city,PA
Importados/Indefinidos,,0,,2020-06-26,0.0,0,,True,67,city,PA
Inhangapi,1503408,50,426.94902,2020-06-26,0.08,4,11711.0,True,66,city,PA
Ipixuna do Pará,1503457,367,572.96302,2020-06-26,0.0245,9,64053.0,True,58,city,PA
Irituia,1503507,262,804.91551,2020-06-26,0.0229,6,32550.0,True,61,city,PA
Itaituba,1503606,2344,2315.13032,2020-06-26,0.0171,40,101247.0,True,92,city,PA
Itupiranga,1503705,156,292.85325,2020-06-26,0.0385,6,53269.0,True,48,city,PA
Jacareacanga,1503754,370,4490.83627,2020-06-26,0.0189,7,8239.0,True,49,city,PA
Jacundá,1503804,398,672.80872,2020-06-26,0.0226,9,59155.0,True,58,city,PA
Juruti,1503903,542,935.40203,2020-06-26,0.0923,50,57943.0,True,72,city,PA
Limoeiro do Ajuru,1504000,473,1634.69846,2020-06-26,0.0254,12,28935.0,True,63,city,PA
Mãe do Rio,1504059,329,1093.85909,2020-06-26,0.0608,20,30077.0,True,67,city,PA
Magalhães Barata,1504109,114,1333.6453,2020-06-26,0.0702,8,8548.0,True,52,city,PA
Marabá,1504208,3517,1258.9986,2020-06-26,0.0378,133,279349.0,True,95,city,PA
Maracanã,1504307,97,329.11478,2020-06-26,0.1237,12,29473.0,True,58,city,PA
Marapanim,1504406,340,1199.88707,2020-06-26,0.0471,16,28336.0,True,72,city,PA
Marituba,1504422,616,468.36627,2020-06-26,0.0909,56,131521.0,True,87,city,PA
Medicilândia,1504455,349,1104.53524,2020-06-26,0.0115,4,31597.0,True,52,city,PA
Melgaço,1504505,185,668.98098,2020-06-26,0.0378,7,27654.0,True,60,city,PA
Mocajuba,1504604,674,2164.69681,2020-06-26,0.0267,18,31136.0,True,61,city,PA
Moju,1504703,1137,1384.99769,2020-06-26,0.0255,29,82094.0,True,58,city,PA
Mojuí dos Campos,1504752,248,1541.905,2020-06-26,0.0323,8,16084.0,True,45,city,PA
Monte Alegre,1504802,462,796.11249,2020-06-26,0.0325,15,58032.0,True,72,city,PA
Muaná,1504901,159,394.06181,2020-06-26,0.0692,11,40349.0,True,72,city,PA
Nova Esperança do Piriá,1504950,330,1544.36541,2020-06-26,0.0182,6,21368.0,True,61,city,PA
