city,city_ibge_code,confirmed,confirmed_per_100k_inhabitants,date,death_rate,deaths,estimated_population_2019,is_last,order_for_place,place_type,state
Faxinalzinho,4308052,26,1123.11015,2020-06-26,0.0,0,2315.0,True,30,city,RS
Fazenda Vilanova,4308078,10,220.60446,2020-06-26,0.0,0,4533.0,True,53,city,RS
Feliz,4308102,18,132.87075,2020-06-26,0.0,0,13547.0,True,60,city,RS
Flores da Cunha,4308201,74,240.68954,2020-06-26,0.0135,1,30745.0,True,72,city,RS
Floriano Peixoto,4308250,17,962.62741,2020-06-26,0.0,0,1766.0,True,64,city,RS
Fontoura Xavier,4308300,12,116.45963,2020-06-26,0.0,0,10304.0,True,47,city,RS
Formigueiro,4308409,79,1185.47419,2020-06-26,0.0,0,6664.0,True,36,city,RS
Forquetinha,4308433,1,41.45937,2020-06-26,0.0,0,2412.0,True,10,city,RS
Frederico Westphalen,4308508,100,319.35618,2020-06-26,0.02,2,31313.0,True,50,city,RS
Garibaldi,4308607,555,1582.54919,2020-06-26,0.009,5,35070.0,True,95,city,RS
Gaurama,4308706,27,487.89302,2020-06-26,0.0,0,5534.0,True,38,city,RS
General Câmara,4308805,31,369.70781,2020-06-26,0.0323,1,8385.0,True,53,city,RS
Gentil,4308854,11,673.19461,2020-06-26,0.0,0,1634.0,True,38,city,RS
Getúlio Vargas,4308904,23,141.87022,2020-06-26,0.0435,1,16212.0,True,63,city,RS
Giruá,4309001,10,62.48438,2020-06-26,0.2,2,16004.0,True,28,city,RS
Glorinha,4309050,5,61.74364,2020-06-26,0.0,0,8098.0,True,80,city,RS
Gramado,4309100,17,46.91985,2020-06-26,0.0,0,36232.0,True,43,city,RS
Gramado dos Loureiros,4309126,27,1296.82997,2020-06-26,0.0,0,2082.0,True,45,city,RS
Gramado Xavier,4309159,1,23.12139,2020-06-26,0.0,0,4325.0,True,37,city,RS
Gravataí,4309209,319,113.31384,2020-06-26,0.0313,10,281519.0,True,94,city,RS
Guabiju,4309258,2,133.0672,2020-06-26,0.0,0,1503.0,True,50,city,RS
Guaíba,4309308,99,100.87322,2020-06-26,0.0707,7,98143.0,True,86,city,RS
Guaporé,4309407,135,524.74054,2020-06-26,0.0,0,25727.0,True,41,city,RS
Guarani das Missões,4309506,1,13.26788,2020-06-26,1.0,1,7537.0,True,15,city,RS
Harmonia,4309555,12,246.60912,2020-06-26,0.0,0,4866.0,True,81,city,RS
Horizontina,4309605,17,87.95075,2020-06-26,0.0588,1,19329.0,True,61,city,RS
Hulha Negra,4309654,2,29.51594,2020-06-26,0.5,1,6776.0,True,43,city,RS
Humaitá,4309704,7,146.99706,2020-06-26,0.0,0,4762.0,True,47,city,RS
Ibiaçá,4309803,11,233.59524,2020-06-26,0.0,0,4709.0,True,22,city,RS
Ibiraiaras,4309902,2,27.54062,2020-06-26,0.0,0,7262.0,True,25,city,RS
Ibirapuitã,4309951,27,672.81336,2020-06-26,0.0741,2,4013.0,True,70,city,RS
Ibirubá,4310009,54,265.35627,2020-06-26,0.037,2,20350.0,True,47,city,RS
Igrejinha,4310108,9,24.3909,2020-06-26,0.0,0,36899.0,True,30,city,RS
Ijuí,4310207,149,178.49656,2020-06-26,0.0067,1,83475.0,True,58,city,RS
Imbé,4310330,24,105.26316,2020-06-26,0.0,0,22800.0,True,76,city,RS
Imigrante,4310363,10,320.51282,2020-06-26,0.0,0,3120.0,True,50,city,RS
Independência,4310405,1,16.21534,2020-06-26,0.0,0,6167.0,True,29,city,RS
Inhacorá,4310413,2,89.84726,2020-06-26,0.0,0,2226.0,True,25,city,RS
Ipê,4310439,4,60.24096,2020-06-26,0.0,0,6640.0,True,8,city,RS
Iraí,4310504,7,96.67173,2020-06-26,0.0,0,7241.0,True,11,city,RS
Itaara,4310538,10,181.85125,2020-06-26,0.1,1,5499.0,True,11,city,RS
Itacurubi,4310553,18,519.48052,2020-06-26,0.1111,2,3465.0,True,22,city,RS
Itaqui,4310603,21,55.82137,2020-06-26,0.0,0,37620.0,True,48,city,RS
Itati,4310652,9,372.05457,2020-06-26,0.0,0,2419.0,True,30,city,RS
Itatiba do Sul,4310702,9,270.75812,2020-06-26,0.0,0,3324.0,True,23,city,RS
Ivoti,4310801,44,181.12213,2020-06-26,0.0227,1,24293.0,True,99,city,RS
Jaboticaba,4310850,3,78.74016,2020-06-26,0.0,0,3810.0,True,37,city,RS
Jacutinga,4310900,5,140.41,2020-06-26,0.0,0,3561.0,True,21,city,RS
Jaguarão,4311007,2,7.49625,2020-06-26,0.0,0,26680.0,True,21,city,RS
Jaguari,4311106,19,175.14749,2020-06-26,0.2105,4,10848.0,True,59,city,RS
Jaquirana,4311122,2,53.82131,2020-06-26,0.0,0,3716.0,True,37,city,RS
Jóia,4311155,1,11.68224,2020-06-26,0.0,0,8560.0,True,16,city,RS
Júlio de Castilhos,4311205,15,77.74841,2020-06-26,0.0,0,19293.0,True,38,city,RS
Lagoão,4311254,0,,2020-06-26,0.0,0,6452.0,True,11,city,RS
Lagoa Vermelha,4311304,37,133.06002,2020-06-26,0.027,1,27807.0,True,50,city,RS
Lajeado,4311403,1610,1916.34728,2020-06-26,0.013,21,84014.0,True,98,city,RS
Lajeado do Bugre,4311429,3,117.00468,2020-06-26,0.0,0,2564.0,True,8,city,RS
Lavras do Sul,4311502,23,307.48663,2020-06-26,0.0,0,7480.0,True,43,city,RS
Liberato Salzano,4311601,1,19.16076,2020-06-26,0.0,0,5219.0,True,21,city,RS
Lindolfo Collor,4311627,8,132.14404,2020-06-26,0.125,1,6054.0,True,9,city,RS
Machadinho,4311700,7,128.55831,2020-06-26,0.0,0,5445.0,True,50,city,RS
Manoel Viana,4311759,3,41.10152,2020-06-26,0.3333,1,7299.0,True,9,city,RS
Maquiné,4311775,18,268.09651,2020-06-26,0.0,0,6714.0,True,38,city,RS
Maratá,4311791,10,371.60907,2020-06-26,0.0,0,2691.0,True,66,city,RS
Marau,4311809,551,1247.70725,2020-06-26,0.0181,10,44161.0,True,93,city,RS
Marcelino Ramos,4311908,13,295.32031,2020-06-26,0.0,0,4402.0,True,62,city,RS
Mariana Pimentel,4311981,5,128.70013,2020-06-26,0.4,2,3885.0,True,16,city,RS
Mariano Moro,4312005,16,787.78927,2020-06-26,0.0,0,2031.0,True,38,city,RS
Marques de Souza,4312054,8,199.55101,2020-06-26,0.0,0,4009.0,True,49,city,RS
Mato Castelhano,4312138,3,118.11024,2020-06-26,0.3333,1,2540.0,True,58,city,RS
Mato Leitão,4312153,18,398.6711,2020-06-26,0.0,0,4515.0,True,38,city,RS
Maximiliano de Almeida,4312203,7,159.92689,2020-06-26,0.0,0,4377.0,True,43,city,RS
Minas do Leão,4312252,14,173.37461,2020-06-26,0.0,0,8075.0,True,82,city,RS
Miraguaí,4312302,2,40.60914,2020-06-26,0.0,0,4925.0,True,38,city,RS
Montauri,4312351,7,481.76187,2020-06-26,0.0,0,1453.0,True,46,city,RS
Monte Alegre dos Campos,4312377,1,30.99814,2020-06-26,0.0,0,3226.0,True,24,city,RS
Monte Belo do Sul,4312385,9,353.21821,2020-06-26,0.1111,1,2548.0,True,58,city,RS
Montenegro,4312401,140,214.51336,2020-06-26,0.0071,1,65264.0,True,79,city,RS
Mormaço,4312427,3,97.24473,2020-06-26,0.0,0,3085.0,True,53,city,RS
Morrinhos do Sul,4312443,5,169.549,2020-06-26,0.0,0,2949.0,True,38,city,RS
Morro Reuter,4312476,9,140.47136,2020-06-26,0.0,0,6407.0,True,30,city,RS
Mostardas,4312500,1,7.81006,2020-06-26,0.0,0,12804.0,True,15,city,RS
Muçum,4312609,23,464.2713,2020-06-26,0.0,0,4954.0,True,71,city,RS
Muliterno,4312625,5,264.13101,2020-06-26,0.0,0,1893.0,True,42,city,RS
Não-Me-Toque,4312658,41,232.63731,2020-06-26,0.0244,1,17624.0,True,69,city,RS
Nicolau Vergueiro,4312674,2,118.90606,2020-06-26,0.0,0,1682.0,True,73,city,RS
Nonoai,4312708,87,743.90765,2020-06-26,0.023,2,11695.0,True,50,city,RS
Nova Alvorada,4312757,21,579.31034,2020-06-26,0.0476,1,3625.0,True,22,city,RS
Nova Araçá,4312807,441,9266.65266,2020-06-26,0.0023,1,4759.0,True,54,city,RS
Nova Bassano,4312906,54,544.57443,2020-06-26,0.0,0,9916.0,True,47,city,RS
Nova Bréscia,4313003,11,330.33033,2020-06-26,0.0,0,3330.0,True,64,city,RS
Nova Candelária,4313011,2,74.12898,2020-06-26,0.0,0,2698.0,True,4,city,RS
Nova Hartz,4313060,26,120.28684,2020-06-26,0.0,0,21615.0,True,31,city,RS
Nova Pádua,4313086,1,39.1696,2020-06-26,0.0,0,2553.0,True,11,city,RS
Nova Palma,4313102,0,,2020-06-26,0.0,0,6512.0,True,93,city,RS
Nova Petrópolis,4313201,11,51.51501,2020-06-26,0.0909,1,21353.0,True,38,city,RS
Nova Prata,4313300,124,454.92901,2020-06-26,0.0081,1,27257.0,True,64,city,RS
Nova Roma do Sul,4313359,2,54.21523,2020-06-26,0.0,0,3689.0,True,11,city,RS
Nova Santa Rita,4313375,14,47.78157,2020-06-26,0.0714,1,29300.0,True,38,city,RS
Novo Barreiro,4313490,2,48.03074,2020-06-26,0.0,0,4164.0,True,37,city,RS
Novo Hamburgo,4313409,573,232.22073,2020-06-26,0.0279,16,246748.0,True,90,city,RS
Novo Machado,4313425,1,30.09329,2020-06-26,0.0,0,3323.0,True,16,city,RS
Novo Xingu,4313466,0,,2020-06-26,0.0,0,1719.0,True,38,city,RS
Osório,4313508,158,343.52307,2020-06-26,0.0127,2,45994.0,True,96,city,RS
Paim Filho,4313607,5,130.61651,2020-06-26,0.0,0,3828.0,True,50,city,RS
Palmares do Sul,4313656,5,44.17742,2020-06-26,0.0,0,11318.0,True,22,city,RS
Palmeira das Missões,4313706,168,504.45906,2020-06-26,0.0238,4,33303.0,True,59,city,RS
Palmitinho,4313805,3,42.51098,2020-06-26,0.0,0,7057.0,True,9,city,RS
Panambi,4313904,27,61.83159,2020-06-26,0.0,0,43667.0,True,31,city,RS
Pantano Grande,4313953,1,10.90037,2020-06-26,0.0,0,9174.0,True,27,city,RS
Paraí,4314001,29,378.73841,2020-06-26,0.0,0,7657.0,True,95,city,RS
Paraíso do Sul,4314027,2,26.27776,2020-06-26,0.0,0,7611.0,True,50,city,RS
Pareci Novo,4314035,2,52.12406,2020-06-26,0.0,0,3837.0,True,81,city,RS
Parobé,4314050,29,49.76661,2020-06-26,0.0345,1,58272.0,True,37,city,RS
Passo do Sobrado,4314076,1,15.30222,2020-06-26,0.0,0,6535.0,True,21,city,RS
Passo Fundo,4314100,1680,826.46661,2020-06-26,0.025,42,203275.0,True,93,city,RS
Paulo Bento,4314134,1,43.61099,2020-06-26,0.0,0,2293.0,True,10,city,RS
Paverama,4314159,46,542.00542,2020-06-26,0.0652,3,8487.0,True,51,city,RS
Pedro Osório,4314209,0,,2020-06-26,0.0,0,7730.0,True,4,city,RS
Pejuçara,4314308,1,25.81311,2020-06-26,0.0,0,3874.0,True,1,city,RS
Pelotas,4314407,233,68.04807,2020-06-26,0.0086,2,342405.0,True,94,city,RS
Picada Café,4314423,2,34.83107,2020-06-26,0.0,0,5742.0,True,4,city,RS
Pinhal,4314456,2,77.54944,2020-06-26,0.0,0,2579.0,True,14,city,RS
Pinheirinho do Vale,4314498,2,41.05933,2020-06-26,0.0,0,4871.0,True,16,city,RS
Pinheiro Machado,4314506,2,16.29859,2020-06-26,0.0,0,12271.0,True,25,city,RS
Pinto Bandeira,4314548,4,133.20013,2020-06-26,0.25,1,3003.0,True,53,city,RS
Piratini,4314605,6,29.03741,2020-06-26,0.0,0,20663.0,True,93,city,RS
Planalto,4314704,41,406.58469,2020-06-26,0.0244,1,10084.0,True,50,city,RS
Poço das Antas,4314753,51,2430.88656,2020-06-26,0.0,0,2098.0,True,55,city,RS
Pontão,4314779,12,307.37705,2020-06-26,0.0833,1,3904.0,True,63,city,RS
Ponte Preta,4314787,10,646.41241,2020-06-26,0.0,0,1547.0,True,22,city,RS
Portão,4314803,51,137.54416,2020-06-26,0.0196,1,37079.0,True,47,city,RS
Porto Alegre,4314902,2383,160.6043,2020-06-26,0.0319,76,1483771.0,True,105,city,RS
Porto Mauá,4315057,1,42.123,2020-06-26,0.0,0,2374.0,True,38,city,RS
Porto Xavier,4315107,33,322.07691,2020-06-26,0.0,0,10246.0,True,17,city,RS
Pouso Novo,4315131,3,183.03844,2020-06-26,0.0,0,1639.0,True,53,city,RS
Presidente Lucena,4315149,28,965.18442,2020-06-26,0.0,0,2901.0,True,12,city,RS
Progresso,4315156,23,368.35362,2020-06-26,0.0,0,6244.0,True,47,city,RS
Protásio Alves,4315172,5,256.80534,2020-06-26,0.0,0,1947.0,True,23,city,RS
Quaraí,4315305,22,96.97183,2020-06-26,0.0909,2,22687.0,True,64,city,RS
Quatro Irmãos,4315313,1,54.08329,2020-06-26,0.0,0,1849.0,True,26,city,RS
Quevedos,4315321,2,71.73601,2020-06-26,0.0,0,2788.0,True,4,city,RS
Quinze de Novembro,4315354,1,26.34352,2020-06-26,0.0,0,3796.0,True,11,city,RS
Redentora,4315404,5,43.29379,2020-06-26,0.0,0,11549.0,True,37,city,RS
Restinga Sêca,4315503,22,139.33751,2020-06-26,0.0455,1,15789.0,True,46,city,RS
Rio dos Índios,4315552,6,218.02326,2020-06-26,0.0,0,2752.0,True,38,city,RS
Rio Grande,4315602,180,85.30604,2020-06-26,0.0111,2,211005.0,True,96,city,RS
Rio Pardo,4315701,16,41.80274,2020-06-26,0.0,0,38275.0,True,75,city,RS
Roca Sales,4315800,31,272.0969,2020-06-26,0.0645,2,11393.0,True,57,city,RS
Rodeio Bonito,4315909,1,17.04449,2020-06-26,0.0,0,5867.0,True,7,city,RS
Rolante,4316006,17,79.62902,2020-06-26,0.0,0,21349.0,True,93,city,RS
Ronda Alta,4316105,32,301.85832,2020-06-26,0.0,0,10601.0,True,43,city,RS
Rondinha,4316204,4,77.97271,2020-06-26,0.0,0,5130.0,True,25,city,RS
Roque Gonzales,4316303,4,58.41975,2020-06-26,0.0,0,6847.0,True,18,city,RS
Rosário do Sul,4316402,3,7.60996,2020-06-26,0.0,0,39422.0,True,67,city,RS
Sagrada Família,4316428,2,76.65772,2020-06-26,0.0,0,2609.0,True,18,city,RS
Saldanha Marinho,4316436,37,1396.22642,2020-06-26,0.1081,4,2650.0,True,59,city,RS
Salto do Jacuí,4316451,25,200.81934,2020-06-26,0.0,0,12449.0,True,38,city,RS
Salvador do Sul,4316501,4,51.28863,2020-06-26,0.0,0,7799.0,True,64,city,RS
Sananduva,4316600,33,202.82729,2020-06-26,0.0,0,16270.0,True,83,city,RS
Santa Bárbara do Sul,4316709,3,37.52815,2020-06-26,0.0,0,7994.0,True,62,city,RS
Santa Cecília do Sul,4316733,15,915.19219,2020-06-26,0.0,0,1639.0,True,30,city,RS
Santa Clara do Sul,4316758,23,348.32652,2020-06-26,0.0,0,6603.0,True,65,city,RS
Santa Cruz do Sul,4316808,141,108.11557,2020-06-26,0.0071,1,130416.0,True,83,city,RS
Santa Maria,4316907,548,194.24152,2020-06-26,0.031,17,282123.0,True,97,city,RS
Santa Maria do Herval,4316956,13,205.33881,2020-06-26,0.0,0,6331.0,True,14,city,RS
Sant'Ana do Livramento,4317103,121,157.08777,2020-06-26,0.0165,2,77027.0,True,99,city,RS
Santa Rosa,4317202,79,107.84394,2020-06-26,0.0253,2,73254.0,True,92,city,RS
Santa Tereza,4317251,12,694.0428,2020-06-26,0.0833,1,1729.0,True,53,city,RS
Santa Vitória do Palmar,4317301,17,57.28535,2020-06-26,0.0,0,29676.0,True,29,city,RS
Santiago,4317400,88,178.04755,2020-06-26,0.0,0,49425.0,True,96,city,RS
Santo Ângelo,4317509,163,210.0705,2020-06-26,0.0859,14,77593.0,True,60,city,RS
Santo Antônio da Patrulha,4317608,37,86.25915,2020-06-26,0.027,1,42894.0,True,97,city,RS
Santo Antônio das Missões,4317707,1,9.82801,2020-06-26,0.0,0,10175.0,True,2,city,RS
Santo Antônio do Palma,4317558,15,704.88722,2020-06-26,0.0,0,2128.0,True,37,city,RS
Santo Augusto,4317806,2,14.40403,2020-06-26,0.5,1,13885.0,True,24,city,RS
Santo Cristo,4317905,6,42.08459,2020-06-26,0.0,0,14257.0,True,75,city,RS
São Borja,4318002,44,72.99028,2020-06-26,0.0455,2,60282.0,True,47,city,RS
São Domingos do Sul,4318051,15,487.96357,2020-06-26,0.0,0,3074.0,True,88,city,RS
São Francisco de Assis,4318101,5,27.27025,2020-06-26,0.2,1,18335.0,True,20,city,RS
São Francisco de Paula,4318200,13,59.88024,2020-06-26,0.0,0,21710.0,True,28,city,RS
São Gabriel,4318309,197,317.20473,2020-06-26,0.0406,8,62105.0,True,86,city,RS
São Jerônimo,4318408,32,131.96965,2020-06-26,0.0312,1,24248.0,True,43,city,RS
São João da Urtiga,4318424,3,64.41915,2020-06-26,0.0,0,4657.0,True,37,city,RS
São Jorge,4318440,13,460.33994,2020-06-26,0.0,0,2824.0,True,83,city,RS
São José das Missões,4318457,1,39.41663,2020-06-26,0.0,0,2537.0,True,58,city,RS
São José do Herval,4318465,14,710.29934,2020-06-26,0.0,0,1971.0,True,43,city,RS
São José do Hortêncio,4318481,7,145.71191,2020-06-26,0.0,0,4804.0,True,24,city,RS
São José do Norte,4318507,8,29.01915,2020-06-26,0.0,0,27568.0,True,30,city,RS
São José do Ouro,4318606,2,28.84754,2020-06-26,0.0,0,6933.0,True,32,city,RS
São José do Sul,4318614,3,124.58472,2020-06-26,0.0,0,2408.0,True,5,city,RS
São Leopoldo,4318705,694,293.03101,2020-06-26,0.0159,11,236835.0,True,98,city,RS
São Lourenço do Sul,4318804,15,34.41788,2020-06-26,0.0,0,43582.0,True,82,city,RS
São Luiz Gonzaga,4318903,17,50.79479,2020-06-26,0.0588,1,33468.0,True,54,city,RS
São Marcos,4319000,44,204.1195,2020-06-26,0.0,0,21556.0,True,54,city,RS
São Martinho,4319109,10,184.29783,2020-06-26,0.0,0,5426.0,True,31,city,RS
São Martinho da Serra,4319125,5,154.6073,2020-06-26,0.0,0,3234.0,True,25,city,RS
São Miguel das Missões,4319158,3,39.09814,2020-06-26,0.0,0,7673.0,True,1,city,RS
São Paulo das Missões,4319307,1,17.27116,2020-06-26,0.0,0,5790.0,True,16,city,RS
São Pedro da Serra,4319356,12,315.70639,2020-06-26,0.0,0,3801.0,True,28,city,RS
São Pedro do Sul,4319406,1,6.1736,2020-06-26,0.0,0,16198.0,True,23,city,RS
São Sebastião do Caí,4319505,61,237.4927,2020-06-26,0.0164,1,25685.0,True,87,city,RS
São Sepé,4319604,46,194.74197,2020-06-26,0.0435,2,23621.0,True,31,city,RS
São Valentim,4319703,25,757.8054,2020-06-26,0.04,1,3299.0,True,37,city,RS
São Valentim do Sul,4319711,3,133.8091,2020-06-26,0.0,0,2242.0,True,48,city,RS
São Valério do Sul,4319737,1,36.67033,2020-06-26,0.0,0,2727.0,True,50,city,RS
São Vendelino,4319752,5,222.91574,2020-06-26,0.0,0,2243.0,True,43,city,RS
São Vicente do Sul,4319802,2,22.93315,2020-06-26,0.5,1,8721.0,True,28,city,RS
Sapiranga,4319901,53,64.8445,2020-06-26,0.0189,1,81734.0,True,101,city,RS
Sapucaia do Sul,4320008,274,194.22293,2020-06-26,0.0365,10,141075.0,True,86,city,RS
Sarandi,4320107,65,265.42529,2020-06-26,0.0154,1,24489.0,True,78,city,RS
Seberi,4320206,15,139.53488,2020-06-26,0.0667,1,10750.0,True,38,city,RS
Selbach,4320305,3,58.82353,2020-06-26,0.0,0,5100.0,True,30,city,RS
Serafina Corrêa,4320404,183,1045.59479,2020-06-26,0.0055,1,17502.0,True,98,city,RS
Sério,4320453,4,203.8736,2020-06-26,0.0,0,1962.0,True,53,city,RS
Sertão,4320503,31,572.48384,2020-06-26,0.0323,1,5415.0,True,53,city,RS
Sertão Santana,4320552,1,15.41782,2020-06-26,0.0,0,6486.0,True,4,city,RS
Severiano de Almeida,4320602,1,27.34482,2020-06-26,0.0,0,3657.0,True,2,city,RS
Soledade,4320800,42,135.47513,2020-06-26,0.0238,1,31002.0,True,70,city,RS
Tabaí,4320859,12,254.29116,2020-06-26,0.0,0,4719.0,True,82,city,RS
Tapejara,4320909,153,634.56514,2020-06-26,0.0065,1,24111.0,True,63,city,RS
Tapera,4321006,7,66.13757,2020-06-26,0.0,0,10584.0,True,22,city,RS
Tapes,4321105,4,23.12139,2020-06-26,0.0,0,17300.0,True,22,city,RS
Taquara,4321204,16,27.84255,2020-06-26,0.0,0,57466.0,True,100,city,RS
Taquari,4321303,143,532.35053,2020-06-26,0.014,2,26862.0,True,89,city,RS
Tenente Portela,4321402,24,177.97553,2020-06-26,0.0,0,13485.0,True,35,city,RS
Terra de Areia,4321436,25,223.13459,2020-06-26,0.0,0,11204.0,True,54,city,RS
Teutônia,4321451,261,785.38758,2020-06-26,0.0,0,33232.0,True,75,city,RS
Tio Hugo,4321469,5,165.0165,2020-06-26,0.2,1,3030.0,True,73,city,RS
Tiradentes do Sul,4321477,13,227.91024,2020-06-26,0.1538,2,5704.0,True,24,city,RS
Torres,4321501,69,178.14727,2020-06-26,0.0145,1,38732.0,True,98,city,RS
Tramandaí,4321600,52,100.5511,2020-06-26,0.0577,3,51715.0,True,86,city,RS
Travesseiro,4321626,2,85.61644,2020-06-26,0.0,0,2336.0,True,30,city,RS
Três Arroios,4321634,5,187.4063,2020-06-26,0.0,0,2668.0,True,54,city,RS
Três Cachoeiras,4321667,46,416.1766,2020-06-26,0.0217,1,11053.0,True,63,city,RS
Três de Maio,4321808,6,25.0983,2020-06-26,0.0,0,23906.0,True,29,city,RS
Três Forquilhas,4321832,5,185.39118,2020-06-26,0.0,0,2697.0,True,53,city,RS
Três Palmeiras,4321857,44,1030.2037,2020-06-26,0.0,0,4271.0,True,62,city,RS
Três Passos,4321907,281,1175.43713,2020-06-26,0.0071,2,23906.0,True,53,city,RS
Trindade do Sul,4321956,65,1120.30334,2020-06-26,0.0308,2,5802.0,True,62,city,RS
Triunfo,4322004,57,192.97177,2020-06-26,0.0175,1,29538.0,True,66,city,RS
Tucunduva,4322103,1,17.61184,2020-06-26,0.0,0,5678.0,True,65,city,RS
Tunas,4322152,14,306.41278,2020-06-26,0.1429,2,4569.0,True,60,city,RS
Tupanciretã,4322202,11,45.93285,2020-06-26,0.0909,1,23948.0,True,37,city,RS
Tupandi,4322251,10,205.97322,2020-06-26,0.0,0,4855.0,True,81,city,RS
Unistalda,4322376,2,85.5432,2020-06-26,0.0,0,2338.0,True,8,city,RS
Uruguaiana,4322400,72,56.70631,2020-06-26,0.0,0,126970.0,True,86,city,RS
Vacaria,4322509,130,196.32124,2020-06-26,0.0462,6,66218.0,True,80,city,RS
Vale Real,4322541,1,16.91189,2020-06-26,0.0,0,5913.0,True,30,city,RS
Vale Verde,4322525,12,343.15127,2020-06-26,0.0833,1,3497.0,True,35,city,RS
Vanini,4322558,4,189.30431,2020-06-26,0.0,0,2113.0,True,50,city,RS
Venâncio Aires,4322608,255,356.37421,2020-06-26,0.0275,7,71554.0,True,75,city,RS
Vera Cruz,4322707,4,14.89037,2020-06-26,0.0,0,26863.0,True,45,city,RS
Veranópolis,4322806,76,289.62311,2020-06-26,0.0,0,26241.0,True,76,city,RS
Vespasiano Corrêa,4322855,7,385.67493,2020-06-26,0.0,0,1815.0,True,25,city,RS
Viadutos,4322905,6,126.15643,2020-06-26,0.1667,1,4756.0,True,37,city,RS
Viamão,4323002,154,60.33915,2020-06-26,0.0844,13,255224.0,True,96,city,RS
Victor Graeff,4323200,4,138.79251,2020-06-26,0.0,0,2882.0,True,67,city,RS
